question,category,label
미수범의 처벌가 성립하지 않는 경우도 있나요?,미수범의 처벌,1
미수범의 처벌가 성립하지 않는 경우도 있나요?,음화제조 등,0
미수범의 처벌가 성립하지 않는 경우도 있나요?,"유기, 존속유기",0
공동정범에 대해 설명해 주세요.,공동정범,1
공동정범에 대해 설명해 주세요.,허위유가증권의 작성 등,0
공동정범에 대해 설명해 주세요.,국외에 있는 내국선박 등에서 외국인이 범한 죄,0
공동정범가 성립하지 않는 경우도 있나요?,공동정범,1
공동정범가 성립하지 않는 경우도 있나요?,형기의 기산,0
공동정범가 성립하지 않는 경우도 있나요?,범죄의 성립과 처벌,0
공동정범는 어떤 행위를 하면 성립하나요?,공동정범,1
공동정범는 어떤 행위를 하면 성립하나요?,정상참작감경,0
공동정범는 어떤 행위를 하면 성립하나요?,특수도주,0
교사범에 대한 처벌 수위는 어떻게 되나요?,교사범,1
교사범에 대한 처벌 수위는 어떻게 되나요?,상습범,0
교사범에 대한 처벌 수위는 어떻게 되나요?,"추행 등 목적 약취, 유인 등",0
교사범는 어떤 행위를 하면 성립하나요?,교사범,1
교사범는 어떤 행위를 하면 성립하나요?,복표의 발매 등,0
교사범는 어떤 행위를 하면 성립하나요?,"도박, 상습도박",0
교사범가 적용되는 조건은 무엇인가요?,교사범,1
교사범가 적용되는 조건은 무엇인가요?,정당방위,0
교사범가 적용되는 조건은 무엇인가요?,판결선고전 구금일수의 통산,0
종범가 성립하지 않는 경우도 있나요?,종범,1
종범가 성립하지 않는 경우도 있나요?,교통방해치사상,0
종범가 성립하지 않는 경우도 있나요?,가석방의 효과,0
종범에 대해 설명해 주세요.,종범,1
종범에 대해 설명해 주세요.,가석방의 취소,0
종범에 대해 설명해 주세요.,집행유예의 취소,0
종범는 어떤 행위를 하면 성립하나요?,종범,1
종범는 어떤 행위를 하면 성립하나요?,"불법체포, 불법감금",0
종범는 어떤 행위를 하면 성립하나요?,주거ㆍ신체 수색,0
공범과 신분가 성립하지 않는 경우도 있나요?,공범과 신분,1
공범과 신분가 성립하지 않는 경우도 있나요?,시체 등의 유기 등,0
공범과 신분가 성립하지 않는 경우도 있나요?,중립명령위반,0
공범과 신분는 어떤 행위를 하면 성립하나요?,공범과 신분,1
공범과 신분는 어떤 행위를 하면 성립하나요?,형의 집행과 시효기간의 초일,0
공범과 신분는 어떤 행위를 하면 성립하나요?,공용건조물 등 방화,0
공범과 신분에 대한 처벌 수위는 어떻게 되나요?,공범과 신분,1
공범과 신분에 대한 처벌 수위는 어떻게 되나요?,소요,0
공범과 신분에 대한 처벌 수위는 어떻게 되나요?,음화제조 등,0
"간접정범, 특수한 교사, 방조에 대한 형의 가중에 해당하는 구체적인 예시가 있을까요?","간접정범, 특수한 교사, 방조에 대한 형의 가중",1
"간접정범, 특수한 교사, 방조에 대한 형의 가중에 해당하는 구체적인 예시가 있을까요?",상상적 경합,0
"간접정범, 특수한 교사, 방조에 대한 형의 가중에 해당하는 구체적인 예시가 있을까요?",뇌물공여 등,0
"간접정범, 특수한 교사, 방조에 대한 형의 가중가 적용되는 조건은 무엇인가요?","간접정범, 특수한 교사, 방조에 대한 형의 가중",1
"간접정범, 특수한 교사, 방조에 대한 형의 가중가 적용되는 조건은 무엇인가요?",권리행사방해,0
"간접정범, 특수한 교사, 방조에 대한 형의 가중가 적용되는 조건은 무엇인가요?",진화방해,0
"간접정범, 특수한 교사, 방조에 대한 형의 가중가 성립하지 않는 경우도 있나요?","간접정범, 특수한 교사, 방조에 대한 형의 가중",1
"간접정범, 특수한 교사, 방조에 대한 형의 가중가 성립하지 않는 경우도 있나요?",범죄의 성립과 처벌,0
"간접정범, 특수한 교사, 방조에 대한 형의 가중가 성립하지 않는 경우도 있나요?","국기, 국장의 모독",0
누범가 적용되는 조건은 무엇인가요?,누범,1
누범가 적용되는 조건은 무엇인가요?,타인의 권리대상이 된 자기의 물건,0
누범가 적용되는 조건은 무엇인가요?,전시군수계약불이행,0
피해자가 원하지 않아도 누범로 처벌되나요?,누범,1
피해자가 원하지 않아도 누범로 처벌되나요?,"불법체포, 불법감금",0
피해자가 원하지 않아도 누범로 처벌되나요?,정당방위,0
누범는 어떤 행위를 하면 성립하나요?,누범,1
누범는 어떤 행위를 하면 성립하나요?,비밀침해,0
누범는 어떤 행위를 하면 성립하나요?,형의 시효의 중단,0
판결선고후의 누범발각는 실수로 해도 처벌되나요?,판결선고후의 누범발각,1
판결선고후의 누범발각는 실수로 해도 처벌되나요?,외국인의 국외범,0
판결선고후의 누범발각는 실수로 해도 처벌되나요?,강도강간,0
판결선고후의 누범발각는 어떤 행위를 하면 성립하나요?,판결선고후의 누범발각,1
판결선고후의 누범발각는 어떤 행위를 하면 성립하나요?,"주거침입, 퇴거불응",0
판결선고후의 누범발각는 어떤 행위를 하면 성립하나요?,"불법체포, 불법감금",0
판결선고후의 누범발각에 대한 처벌 수위는 어떻게 되나요?,판결선고후의 누범발각,1
판결선고후의 누범발각에 대한 처벌 수위는 어떻게 되나요?,"폭행, 가혹행위",0
판결선고후의 누범발각에 대한 처벌 수위는 어떻게 되나요?,현주건조물 등 방화,0
경합범는 어떤 행위를 하면 성립하나요?,경합범,1
경합범는 어떤 행위를 하면 성립하나요?,아동혹사,0
경합범는 어떤 행위를 하면 성립하나요?,"예비, 음모",0
경합범는 실수로 해도 처벌되나요?,경합범,1
경합범는 실수로 해도 처벌되나요?,세관 공무원의 아편 등의 수입,0
경합범는 실수로 해도 처벌되나요?,공연음란,0
경합범가 적용되는 조건은 무엇인가요?,경합범,1
경합범가 적용되는 조건은 무엇인가요?,국내범,0
경합범가 적용되는 조건은 무엇인가요?,인지ㆍ우표유사물의 제조 등,0
경합범과 처벌례에 해당하는 구체적인 예시가 있을까요?,경합범과 처벌례,1
경합범과 처벌례에 해당하는 구체적인 예시가 있을까요?,사자의 명예훼손,0
경합범과 처벌례에 해당하는 구체적인 예시가 있을까요?,위법성의 조각,0
피해자가 원하지 않아도 경합범과 처벌례로 처벌되나요?,경합범과 처벌례,1
피해자가 원하지 않아도 경합범과 처벌례로 처벌되나요?,일반이적,0
피해자가 원하지 않아도 경합범과 처벌례로 처벌되나요?,공익건조물파괴,0
경합범과 처벌례는 어떤 행위를 하면 성립하나요?,경합범과 처벌례,1
경합범과 처벌례는 어떤 행위를 하면 성립하나요?,총칙의 적용,0
경합범과 처벌례는 어떤 행위를 하면 성립하나요?,경계침범,0
"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범에 해당하는 구체적인 예시가 있을까요?","판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",1
"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범에 해당하는 구체적인 예시가 있을까요?","도박, 상습도박",0
"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범에 해당하는 구체적인 예시가 있을까요?",분묘의 발굴,0
"피해자가 원하지 않아도 판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범로 처벌되나요?","판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",1
"피해자가 원하지 않아도 판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범로 처벌되나요?",공범과 신분,0
"피해자가 원하지 않아도 판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범로 처벌되나요?",징역 또는 금고의 기간,0
"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범는 어떤 행위를 하면 성립하나요?","판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",1
"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범는 어떤 행위를 하면 성립하나요?",방수방해,0
"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범는 어떤 행위를 하면 성립하나요?",벌금,0
상상적 경합는 어떤 행위를 하면 성립하나요?,상상적 경합,1
상상적 경합는 어떤 행위를 하면 성립하나요?,신용훼손,0
상상적 경합는 어떤 행위를 하면 성립하나요?,아편 등의 소지,0
상상적 경합가 적용되는 조건은 무엇인가요?,상상적 경합,1
상상적 경합가 적용되는 조건은 무엇인가요?,"주거침입, 퇴거불응",0
상상적 경합가 적용되는 조건은 무엇인가요?,과실,0
피해자가 원하지 않아도 상상적 경합로 처벌되나요?,상상적 경합,1
피해자가 원하지 않아도 상상적 경합로 처벌되나요?,판결선고전 구금일수의 통산,0
피해자가 원하지 않아도 상상적 경합로 처벌되나요?,인질강도,0
형의 종류는 어떤 행위를 하면 성립하나요?,형의 종류,1
형의 종류는 어떤 행위를 하면 성립하나요?,친족간의 범행,0
형의 종류는 어떤 행위를 하면 성립하나요?,외국인의 국외범,0
형의 종류에 대해 설명해 주세요.,형의 종류,1
형의 종류에 대해 설명해 주세요.,주거ㆍ신체 수색,0
형의 종류에 대해 설명해 주세요.,수도불통,0
피해자가 원하지 않아도 형의 종류로 처벌되나요?,형의 종류,1
피해자가 원하지 않아도 형의 종류로 처벌되나요?,과실,0
피해자가 원하지 않아도 형의 종류로 처벌되나요?,비밀침해,0
징역 또는 금고의 기간가 성립하지 않는 경우도 있나요?,징역 또는 금고의 기간,1
징역 또는 금고의 기간가 성립하지 않는 경우도 있나요?,"장물의 취득, 알선 등",0
징역 또는 금고의 기간가 성립하지 않는 경우도 있나요?,피의사실공표,0
징역 또는 금고의 기간는 어떤 행위를 하면 성립하나요?,징역 또는 금고의 기간,1
징역 또는 금고의 기간는 어떤 행위를 하면 성립하나요?,일반물건 방화,0
징역 또는 금고의 기간는 어떤 행위를 하면 성립하나요?,명예훼손,0
피해자가 원하지 않아도 징역 또는 금고의 기간로 처벌되나요?,징역 또는 금고의 기간,1
피해자가 원하지 않아도 징역 또는 금고의 기간로 처벌되나요?,과실치사,0
피해자가 원하지 않아도 징역 또는 금고의 기간로 처벌되나요?,"학대, 존속학대",0
"형의 선고와 자격상실, 자격정지에 대해 설명해 주세요.","형의 선고와 자격상실, 자격정지",1
"형의 선고와 자격상실, 자격정지에 대해 설명해 주세요.",낙태,0
"형의 선고와 자격상실, 자격정지에 대해 설명해 주세요.",현주건조물등에의 일수,0
"형의 선고와 자격상실, 자격정지는 어떤 행위를 하면 성립하나요?","형의 선고와 자격상실, 자격정지",1
"형의 선고와 자격상실, 자격정지는 어떤 행위를 하면 성립하나요?",긴급피난,0
"형의 선고와 자격상실, 자격정지는 어떤 행위를 하면 성립하나요?","공인 등의 위조, 부정사용",0
"형의 선고와 자격상실, 자격정지에 해당하는 구체적인 예시가 있을까요?","형의 선고와 자격상실, 자격정지",1
"형의 선고와 자격상실, 자격정지에 해당하는 구체적인 예시가 있을까요?",공무집행방해,0
"형의 선고와 자격상실, 자격정지에 해당하는 구체적인 예시가 있을까요?",통화유사물의 제조 등,0
자격정지가 적용되는 조건은 무엇인가요?,자격정지,1
자격정지가 적용되는 조건은 무엇인가요?,"공인 등의 위조, 부정사용",0
자격정지가 적용되는 조건은 무엇인가요?,"외국의 국기, 국장의 모독",0
자격정지에 대한 처벌 수위는 어떻게 되나요?,자격정지,1
자격정지에 대한 처벌 수위는 어떻게 되나요?,사실의 착오,0
자격정지에 대한 처벌 수위는 어떻게 되나요?,외환유치,0
자격정지는 실수로 해도 처벌되나요?,자격정지,1
